stt,source,category,title,content,link,label
729,Dân Trí,du-lich,Báo Hàn cảm ơn người Việt tìm ra cụ bà đi lạc và từ chối nhận 13 triệu đồng,"Câu chuyện về một chủ tiệm bán trái cây ở Phú Quốc nhiệt tình hỗ trợ, giúp đỡ tìm kiếm cụ bà người Hàn Quốc bị mất trí nhớ và đi lạc khi tới đây cùng gia đình, đang nhận được sự quan tâm đặc biệt của dư luận Hàn Quốc. Báo Hàn cảm ơn người đàn ông Việt giúp cụ bà đi lạc (Nguồn",https://dantri.com.vn/du-lich/bao-han-cam-on-nguoi-viet-tim-ra-cu-ba-di-lac-va-tu-choi-nhan-13-trieu-dong-20251108235012192.htm,1
730,Dân Trí,du-lich,"Pin sạc dự phòng phát nổ trong túi quần, người đàn ông ""bốc cháy"" ở sân bay","Sự cố xảy ra vào khoảng 11h ngày 6/11 tại phòng chờ hạng thương gia quốc tế của hãng hàng không Qantas. Nhân chứng kể lại rằng họ nghe thấy tiếng la hét của một người đàn ông, khi ông cố gắng lấy thiết bị sạc dự phòng phát nổ và đang cháy ra khỏi túi. Lúc đó có khoảng 150 người trong phòng chờ. Toàn bộ khu vực nhanh chóng được sơ tán và đóng cửa trong 2 giờ để đảm bảo an toàn. Đại diện hãng Qantas cho biết: “Phòng chờ được sơ tán theo quy trình an toàn. Nhân viên y tế đã có mặt và xử lý ngay tại chỗ cho hành khách”. Bên trong sân bay quốc tế Melbourne ở Australia (",https://dantri.com.vn/du-lich/pin-sac-du-phong-phat-no-trong-tui-quan-nguoi-dan-ong-boc-chay-o-san-bay-20251108225126589.htm,1
731,Dân Trí,du-lich,Giải mã những tiếng nổ như súng vang lên từ dưới lòng hồ kéo dài 400 năm,"Trong suốt nhiều thế kỷ, các chuyên gia từng đau đầu trước hiện tượng bí ẩn mang tên ""Seneca’s Gun"" (tạm dịch: Tiếng súng Seneca). Đây là những tiếng nổ vang rền phát ra từ dưới lòng hồ Seneca thuộc bang New York (Mỹ). Ghi chép về những vụ nổ lớn tại đây đã xuất hiện từ thế kỷ 17. Song, truyền thuyết quanh hiện tượng đặc biệt này còn xuất hiện từ xa xưa hơn. Người Seneca vốn là một bộ tộc thổ dân bản địa sinh sống quanh hồ. Họ tin rằng những tiếng nổ đó là tiếng nói của vị thần nổi giận, trừng phạt các chiến binh đã xúc phạm vùng đất săn bắn linh thiêng. Trong khi đó, những người khai hoang đầu tiên lại có câu chuyện truyền miệng. Trong đó, âm thanh phát ra từ lòng hồ là tiếng trống của linh hồn các binh sĩ tử trận. Phải đến thế kỷ 20, các giả thuyết khoa học mới bắt đầu xuất hiện. Song, tất cả đều thiếu bằng chứng xác thực cho tới năm nay, khi một nhóm nhà nghiên cứu sử dụng thiết bị hiện đại để lập bản đồ đáy hồ Seneca và tìm ra lời giải. Từ rất lâu, ""tiếng súng Seneca” được xem là một hiện tượng tự nhiên mà mọi quy luật vật lý đều không thể giải thích. Tuy nhiên, vào năm 1934, nhà địa chất học người Đức Herman Fairchild đã đưa ra giả thuyết về hiện tượng phun trào khí ngầm. Ông cho rằng, khí metan bị kẹt dưới lòng đất đã bùng phát qua lớp đáy hồ, tạo nên âm thanh nổ lớn khi vỡ tung trên mặt nước. Giả thuyết này được xem là hợp lý nhất. Nhưng suốt nhiều thập kỷ, không ai có thể chứng minh điều này liệu có chính xác hay không. Dù nhiều nhóm nghiên cứu đã sử dụng máy đo sonar và thiết bị phát hiện khí ngầm, hiện tượng lại xảy ra hoàn toàn ngẫu nhiên, khiến việc quan sát và ghi nhận trở nên bất khả thi. Bước ngoặt xuất hiện trong chiến dịch khảo sát hồ Seneca giai đoạn 2018-2024. Mục tiêu ban đầu của nhóm là ghi lại hình ảnh xác tàu hơi nước thế kỷ 19 nằm dưới đáy hồ. Thiết bị hiện đại đã giúp nhóm chuyên gia phát hiện hơn 140 hố khổng lồ với đường kính từ vài chục đến vài trăm mét. Nhóm chuyên gia nghi ngờ rằng, địa hình bất thường này có liên quan đến hiện tượng tiếng nổ. Giả thuyết này được xác nhận vào đầu năm nay. Sau đó, nhóm nghiên cứu liên kết giữa Trường Khoa học Môi trường và Lâm nghiệp thuộc Đại học Bang New York và Đại học Cornell cùng thu thập mẫu nước và trầm tích tại nhiều điểm trên đáy hồ để phân tích. Kết quả xác nhận giả thuyết năm 1934 của nhà địa chất người Đức có tên Fairchild. Trong đó, lượng khí metan tích tụ dưới lòng đất trong thời gian dài sẽ tạo áp lực cực lớn. Khi chúng đạt đến một mức giới hạn sẽ phun trào xuyên qua lớp đáy hồ, rồi vỡ tung. Quá trình này tạo ra sóng xung kích, gây nên tiếng nổ trầm đục như tiếng đại bác. Đây chính là hiện tượng mà người dân quanh vùng nghe thấy suốt hàng thế kỷ. Khu vực quanh hồ Seneca còn nổi tiếng hơn khi là nơi sinh sống của đàn hươu trắng lớn nhất thế giới. Điều này đã tạo ra một nét đặc trưng kỳ lạ khác khiến nơi đây càng thêm bí ẩn, thu hút những du khách mê khám phá. Mang trong mình bí ẩn kéo dài hàng trăm năm nhưng từ lâu hồ Seneca đã trở thành điểm hút khách. Những dịch vụ phổ biến ở đây bao gồm tham gia du thuyền ngắm hoàng hôn trên hồ. Bốn khu vực bao quanh hồ đều có bến thuyền và khu neo đậu phục vụ khách du lịch. Ngoài ra, câu cá cũng là hoạt động không thể thiếu. Du khách có thể thuê thuyền cùng hướng dẫn viên chuyên nghiệp để được đưa tới vị trí câu tốt nhất trên hồ. Phía bắc của hồ là công viên có khu vui chơi phun nước và bãi tắm an toàn cho cả gia đình.",https://dantri.com.vn/du-lich/giai-ma-nhung-tieng-no-nhu-sung-vang-len-tu-duoi-long-ho-keo-dai-400-nam-20251109112425801.htm,1
732,Dân Trí,du-lich,"Du khách Việt bất ngờ khi phát hiện con đường tên ""Vũng Tàu"" ở nước ngoài","Ba quốc gia Azerbaijan, Georgia và Armenia nằm ở vị trí đặc biệt giữa hai lục địa Á - Âu, trải dài từ biển Đen tới biển Caspi, mang đến cho nam ca sĩ những trải nghiệm độc đáo về văn hóa, ẩm thực và thiên nhiên. Trên trang cá nhân, ca sĩ Đoan Trường chia sẻ nhiều hình ảnh khoác áo dài, cầm quốc kỳ Việt Nam trên đỉnh Kavkaz giữa trời tuyết trắng. Hình ảnh nhanh chóng nhận về nhiều lời khen ngợi, không chỉ vì khung cảnh ngoạn mục mà còn bởi tinh thần bền bỉ và niềm tự hào dân tộc anh thể hiện nơi đất khách. Đoan Trường chọn du lịch làm cách để ""chữa lành"" tâm hồn (",https://dantri.com.vn/du-lich/du-khach-viet-bat-ngo-khi-phat-hien-con-duong-ten-vung-tau-o-nuoc-ngoai-20251109165011506.htm,1
733,Dân Trí,du-lich,"Bão quật đổ cây phượng tím nổi tiếng Đà Lạt, du khách tiếc ngẩn ngơ","Sáng 7/11, như thường lệ chạy bộ ngang qua hồ Xuân Hương ở Đà Lạt, nhiếp ảnh gia Trương Ngọc Thụy giật mình sửng sốt khi thấy cảnh cây phượng tím bị bật gốc sau cơn bão số 13. Anh Thụy sinh sống và làm việc ở Đà Lạt 15 năm, cũng gắn bó với cây hoa phượng tím suốt hơn một thập kỷ. Do sống ở gần đó nên ngày nào anh cũng đi qua khu vực nơi cây phượng cắm rễ, chứng kiến sự thay đổi từng thời điểm của nó. Ở Đà Lạt có những cây hoa phượng tím khác, nhưng với anh Thụy, cây phượng ở hồ Xuân Hương lại thu hút hơn cả bởi sở hữu ""tư thế lạ"". Trong khi đa phần các cây phượng tím đều có dáng thẳng đứng vươn lên trời, thì cây phượng này có cành lớn sà mình xuống mặt nước, tạo khung cảnh nên thơ, hữu tình. ""Mưa bão lớn đã quật đổ cây, còn tôi như mất đi một phần ký ức. Hầu như du khách đến với hồ Xuân Hương đều tới chụp ảnh với nó. Nhưng sau bão, một nửa cây bật gốc còn tán cây ngã xuống mặt hồ"", anh mô tả. Cây phượng tím bên hồ Xuân Hương hút khách chụp ảnh khi tới Đà Lạt (",https://dantri.com.vn/du-lich/bao-quat-do-cay-phuong-tim-noi-tieng-da-lat-du-khach-tiec-ngan-ngo-20251109233954627.htm,1
734,Dân Trí,du-lich,"Mưa bão tàn phá, du lịch Đà Nẵng - Huế - Lâm Đồng vẫn tăng trưởng mạnh","Thông thường, sau kỳ nghỉ lễ Quốc khánh 2/9, Đà Nẵng bước vào mùa thấp điểm do thời tiết xấu, mưa bão nhiều và lượng khách nội địa sụt giảm. Năm nay, khu vực này còn rơi vào cảnh mưa bão, ngập nước. Thế nhưng, nhờ đẩy mạnh xúc tiến và đa dạng hóa sản phẩm, ngành du lịch Đà Nẵng vẫn duy trì đà tăng trưởng tích cực. Theo Cục Du lịch, các cơ sở lưu trú ở khu vực phường Ngũ Hành Sơn, Sơn Trà và Hội An, công suất phòng thời gian qua đạt mức khá, nhiều đơn vị ghi nhận lượng khách quốc tế đặt phòng đến cuối năm ở mức cao. Hội An sớm hồi phục, đón khách du lịch sau mưa bão (",https://dantri.com.vn/du-lich/mua-bao-tan-pha-du-lich-da-nang-hue-lam-dong-van-tang-truong-manh-20251110155330691.htm,1
735,Dân Trí,suc-khoe,TPHCM sắp đưa vào hoạt động bệnh viện đa khoa liên kết tại Cần Giờ,"Ngày 1/11, cho biết, thực hiện ""Đề án nâng cao năng lực y tế Cần Giờ"", cơ sở 2 của Bệnh viện Từ Dũ với mô hình bệnh viện đa khoa liên kết sẽ chính thức đi vào hoạt động ở địa bàn trên vào ngày 10/11. Theo đó, đây là bệnh viện đa khoa công lập sử dụng cơ sở hạ tầng sẵn có của Trung tâm Y tế huyện (cũ) do Bệnh viện Từ Dũ đảm trách, được liên kết chặt chẽ với nhiều bệnh viện đa khoa, chuyên khoa đầu ngành của TPHCM, để phục vụ người dân tại Cần Giờ và những vùng lân cận. Sở Y tế TPHCM nhận định, Cần Giờ là địa bàn ven biển, người dân còn gặp khó khăn trong tiếp cận dịch vụ y tế chất lượng cao, đồng thời khu vực này đang trong tiến trình phát triển kinh tế biển, du lịch, cảng biển. Mô hình bệnh viện đa khoa liên kết do Bệnh viện Từ Dũ đảm trách ở Cần Giờ sẽ chính thức đi vào hoạt động vào ngày 10/11 (",https://dantri.com.vn/suc-khoe/tphcm-sap-dua-vao-hoat-dong-benh-vien-da-khoa-lien-ket-tai-can-gio-20251101140822166.htm,1
736,Dân Trí,suc-khoe,"Đề xuất 5 nhóm năng lực để ""chuẩn hóa"" nhân viên công tác xã hội bệnh viện","Tại hội thảo ""Dịch vụ trong bệnh viện"" lần 1, vừa diễn ra tại , TS Lê Văn Công, Trưởng ngành Công tác xã hội, Trường Đại học Khoa học Xã hội và Nhân văn (ĐHQG TPHCM) cho biết, công tác xã hội trong bệnh viện đóng vai trò cầu nối nhân văn giữa y tế và xã hội. Tuy nhiên tại Việt Nam, theo thống kê của Bộ Y tế (năm 2023), chỉ 60-70% bệnh viện tuyến tỉnh và 30% bệnh viện tuyến huyện có nhân viên công tác xã hội. Về tỷ lệ, trung bình mỗi nhân viên công tác xã hội bệnh viện phải theo dõi 200-300 giường bệnh. Phần lớn họ làm việc không đúng chuyên ngành, kiêm nhiệm. Đáng chú ý, hoạt động của nhân viên công tác xã hội bệnh viện hiện còn mang tính hỗ trợ hành chính, hướng dẫn thủ tục và từ thiện, chưa chuyên nghiệp hóa theo hướng “can thiệp xã hội”. TS Lê Văn Công chia sẻ về các thực trạng của hoạt động công tác xã hội trong bệnh viện (",https://dantri.com.vn/suc-khoe/de-xuat-5-nhom-nang-luc-de-chuan-hoa-nhan-vien-cong-tac-xa-hoi-benh-vien-20251101082001047.htm,1
737,Dân Trí,suc-khoe,"Chiến sĩ 61 lần hiến máu, tiểu cầu lái xe ""0 đồng"" chở bệnh nhân nghèo","Đó là ""tài sản"" mà Thiếu tá Nguyễn Thanh Xuân, cán bộ Cục Cảnh sát phòng, chống tội phạm về môi trường (Bộ Công an), luôn nâng niu và tự hào. Nhắc về lần đầu tiên đi hiến máu, anh Xuân bật cười: “Lúc ấy tôi sợ lắm, mà cũng chẳng phải vì hăng hái gì đâu, do… vợ động viên. Hồi đó, vợ đang mang bầu, thấy có đợt hiến máu ở khu chung cư nên đăng ký, nhưng không đủ điều kiện. Thế là tôi đi thay”. Thiếu tá Nguyễn Thanh Xuân tại chương trình (",https://dantri.com.vn/suc-khoe/chien-si-61-lan-hien-mau-tieu-cau-lai-xe-0-dong-cho-benh-nhan-ngheo-20251101162129411.htm,1
738,Dân Trí,suc-khoe,Nhà thuốc Long Châu tiếp sức y tế tới người dân vùng lũ miền Trung,"Long Châu phối hợp cùng Sở y tế thành phố Huế trao tặng thuốc và vật tư y tế, hỗ trợ người dân Huế bị ảnh hưởng bởi mưa, lũ (",https://dantri.com.vn/suc-khoe/nha-thuoc-long-chau-tiep-suc-y-te-toi-nguoi-dan-vung-lu-mien-trung-20251101131811530.htm,1
739,Dân Trí,suc-khoe,Câu chuyện của cầu thủ bóng đá Pháp phải cắt chân do mắc “bệnh tử 24 giờ”,"“Tôi đã tiêm đầy đủ các loại vaccine bắt buộc nhưng chưa từng nghe nói đến căn bệnh não mô cầu. Mọi thứ ập đến rất nhanh khi tôi đang ở độ tuổi trẻ khỏe nhất. Giá như tôi biết đến căn bệnh này sớm hơn. Mọi người hãy tìm hiểu về bệnh do não mô cầu và tiêm vaccine trước khi quá muộn”, Flavio, nay đã 23 tuổi chia sẻ tại buổi thảo luận báo chí với chủ đề “Gánh nặng bệnh tật và những kiến thức cần biết trong phòng ngừa bệnh do não mô cầu xâm lấn” diễn ra ngày 3/11. Sự kiện do Viện Nghiên cứu Tâm Anh (TAMRI) tổ chức ngày 3/11, tại TPHCM, với sự tài trợ của Sanofi, nằm trong chuỗi hoạt động hưởng ứng tháng hành động đẩy lùi bệnh viêm màng não trên toàn cầu, hướng đến mục tiêu đánh bại căn bệnh này vào năm 2030 của Tổ chức Y tế Thế giới (WHO). Flavio chia sẻ về hành trình vượt qua bệnh do não mô cầu tại Việt Nam ngày 3/11 (",https://dantri.com.vn/suc-khoe/cau-chuyen-cua-cau-thu-bong-da-phap-phai-cat-chan-do-mac-benh-tu-24-gio-20251103235329648.htm,1
740,Dân Trí,suc-khoe,Loại hạt Việt Nam xuất khẩu hơn 5 tỷ USD lợi đủ đường cho sức khỏe,"Cà phê, loại hạt nhỏ bé nhưng đã trở thành một phần không thể thiếu trong đời sống của hàng triệu người Việt, không chỉ là chất xúc tác khởi đầu buổi sáng. Nhiều nghiên cứu khoa học trên thế giới đã chứng minh, bên cạnh tác dụng giúp tỉnh táo, cà phê chứa hàng trăm hợp chất sinh học có lợi, góp phần bảo vệ não bộ, gan, tim mạch và thậm chí giảm nguy cơ ung thư. Theo số liệu của Bộ Nông nghiệp và Môi trường, năm 2024, xuất khẩu cà phê của Việt Nam ước đạt 1,32 triệu tấn, với kim ngạch 5,48 tỷ USD Caffeine là thành phần hoạt tính nổi bật nhất trong hạt cà phê. Khi hấp thu vào cơ thể, nó ngăn chặn hoạt động của adenosine, chất dẫn truyền thần kinh gây buồn ngủ, đồng thời làm tăng dopamine và norepinephrine. Cà phê đem lại nhiều giá trị cho sức khỏe (",https://dantri.com.vn/suc-khoe/loai-hat-viet-nam-xuat-khau-hon-5-ty-usd-loi-du-duong-cho-suc-khoe-20251101090100544.htm,1
741,Dân Trí,suc-khoe,Bác sĩ Việt trình bày ca can thiệp tim mạch phức tạp tại hội nghị hàng đầu thế giới,"Sự kiện đã góp phần ghi dấu ấn cho lĩnh vực tim mạch can thiệp tại Việt Nam trên bản đồ y học thế giới. Transcatheter Cardiovascular Therapeutics (TCT) là hội nghị thường niên của tim mạch can thiệp, quy tụ hơn 10.000 chuyên gia, bác sĩ và nhà khoa học quốc tế. Tại đây, những công nghệ, kỹ thuật và phương pháp điều trị tiên tiến nhất được giới thiệu, chia sẻ và cập nhật thông qua các phiên báo cáo, thảo luận chuyên sâu. Hội nghị năm nay diễn ra từ ngày 25/10 đến 28/10 tại Trung tâm Moscone, San Francisco (Hoa Kỳ) đã mang đến bức tranh toàn cảnh về những bước tiến vượt bậc trong can thiệp mạch vành, thay - sửa van tim cùng nhiều nghiên cứu lâm sàng đột phá hứa hẹn định hình lại thực hành can thiệp tim mạch toàn cầu trong thời gian tới. Bên cạnh đó, TCT 2025 cũng gửi đi thông điệp về bình đẳng trong tiếp cận y tế, để mọi bệnh nhân đều có cơ hội hưởng lợi từ những thành tựu tim mạch hiện đại. TCT 2025 là diễn đàn tim mạch lớn và uy tín hàng đầu thế giới (",https://dantri.com.vn/suc-khoe/bac-si-viet-trinh-bay-ca-can-thiep-tim-mach-phuc-tap-tai-hoi-nghi-hang-dau-the-gioi-20251104000013622.htm,1
742,Dân Trí,suc-khoe,"3 thập kỷ ghép tạng Việt Nam: Từ ""người đi học"" đến cải tiến quy trình","Ghép tạng Việt Nam từ “người đi học” đến làm chủ kỹ thuật và cải tiến quy trình Đây là chia sẻ của TS.BS Dương Đức Hùng - Giám đốc Bệnh viện Hữu nghị Việt Đức, bên lề Hội nghị Khoa học Quốc tế “Vai trò của ngoại khoa và ghép tạng trong kỷ nguyên hội nhập toàn cầu”. Hội nghị do Bệnh viện Hữu nghị Việt Đức tổ chức ngày 1/11 tại Hà Nội. TS.BS Dương Đức Hùng - Giám đốc Bệnh viện Hữu nghị Việt Đức phát biểu khai mạc hội nghị (",https://dantri.com.vn/suc-khoe/3-thap-ky-ghep-tang-viet-nam-tu-nguoi-di-hoc-den-cai-tien-quy-trinh-20251101144008094.htm,1
743,Dân Trí,suc-khoe,Cứu thai phụ Hàn Quốc bị xuất huyết não tại Phú Quốc,"Trong chuyến du lịch cùng gia đình tại Phú Quốc, chị Ga-Yeong Jo (37 tuổi, quốc tịch Hàn Quốc, mang thai 24 tuần) bất ngờ lên cơn co giật toàn thân, rơi vào hôn mê sâu. Bệnh nhân được chuyển đến Bệnh viện Đa khoa Vinmec Phú Quốc trong tình trạng nguy kịch: phải thở máy, đồng tử co nhỏ, huyết áp tăng cao và mạch nhanh. Kết quả chụp CT cho thấy chị Ga-Yeong bị xuất huyết não - não thất phải, tụ máu lớn vùng thái dương - đỉnh phải, kèm dị dạng mạch máu não bẩm sinh (AVM). Đây là tình huống nguy hiểm, có thể cướp đi sinh mạng của cả người mẹ và thai nhi bất cứ lúc nào nếu không được can thiệp kịp thời. “Bệnh nhân nhập viện trong tình trạng co giật liên tục, nguy cơ tử vong gần như cận kề. Chúng tôi phải vừa hồi sức tích cực, vừa chạy đua với thời gian để chuẩn bị phẫu thuật, giành lại cơ hội sống cho cả hai mẹ con”, ThS.BS Hoàng Nguyễn Nhật Tân, khoa Ngoại Thần kinh, chia sẻ. Ê-kíp đa chuyên khoa gồm Ngoại Thần kinh, Gây mê hồi sức, Hồi sức tích cực và Sản khoa được huy động khẩn cấp. Với bệnh nhân đang mang thai ở tuần 24, mọi liều thuốc, mọi thao tác đều phải được cân nhắc kỹ lưỡng, bởi hầu hết các loại thuốc an thần, gây mê hay chống phù não đều có thể ảnh hưởng đến thai nhi. Ca mổ được tiến hành trong “thời gian vàng”. Các bác sĩ mở hộp sọ giảm áp, lấy khối máu tụ nội sọ để giải phóng chèn ép, bảo tồn mô não lành và ngăn tổn thương lan rộng. Song song, ê-kíp gây mê hồi sức kiểm soát chặt chẽ huyết áp, điện giải, đường máu, trong khi bác sĩ Sản khoa theo dõi liên tục nhịp tim thai và các chỉ số sống còn của em bé. Ê-kíp bác sĩ Vinmec Phú Quốc phẫu thuật cho thai phụ người Hàn (",https://dantri.com.vn/suc-khoe/cuu-thai-phu-han-quoc-bi-xuat-huyet-nao-tai-phu-quoc-20251104101430501.htm,1
744,Dân Trí,suc-khoe,Công nghệ độc quyền Phylobioma từ La Roche-Posay: Chìa khoá giảm mụn cho da,Nghiên cứu được thực hiện trên 300 tình nguyện viên và đã được trình bày tại Hội nghị Da liễu Miền Nam 2025 với sự tham gia của hơn 1.000 chuyên gia da liễu. Nghiên cứu này là cơ sở khoa học giúp tối ưu hóa phác đồ điều trị mụn. La Roche-Posay tại Hội nghị Da liễu Miền Nam 2025 (,https://dantri.com.vn/suc-khoe/cong-nghe-doc-quyen-phylobioma-tu-la-roche-posay-chia-khoa-giam-mun-cho-da-20251104140951103.htm,1
745,Dân Trí,suc-khoe,4 giờ phẫu thuật cắt 6 bộ phận trong bụng rồi nối lại cho bệnh nhân 62 tuổi,"Ngày 2/11, Bệnh viện Đa khoa tỉnh Ninh Bình cho biết, các bác sĩ của bệnh viện vừa phẫu thuật thành công cắt khối tá tụy mở rộng cho nữ bệnh nhân 62 tuổi. Đây là một trong những phẫu thuật khó nhất của ngoại khoa tiêu hóa, đòi hỏi xử lý đồng thời nhiều tạng trong ổ bụng và tái tạo lại toàn bộ đường tiêu hóa cho người bệnh. Các bác sĩ phẫu thuật cắt nối nhiều bộ phận trong ổ bụng bệnh nhân (",https://dantri.com.vn/suc-khoe/4-gio-phau-thuat-cat-6-bo-phan-trong-bung-roi-noi-lai-cho-benh-nhan-62-tuoi-20251102115806086.htm,1
746,Dân Trí,suc-khoe,8 người bị ngạt khí trong đêm lũ lớn: Thông tin mới về 4 nạn nhân còn lại,"Ngày 2/11, Bệnh viện C Đà Nẵng và Bệnh viện Phụ sản - Nhi Đà Nẵng cho biết đang dốc hết sức để cứu chữa 4 nạn nhân trong vụ ngạt khí do máy phát điện xảy ra tại xã Điện Bàn Tây vào ngày 28/10. Bốn người được cấp cứu tích cực gồm ông N.Q.L. (36 tuổi), bà P.T.T.Tr. (34 tuổi, vợ ông L.) cùng 2 con gái là N.T.T.Tr. (11 tuổi) và N.T.T.Th. (8 tuổi). Lãnh đạo thành phố Đà Nẵng thăm hỏi người bị nạn trong vụ ngạt khí máy phát điện (",https://dantri.com.vn/suc-khoe/8-nguoi-bi-ngat-khi-trong-dem-lu-lon-thong-tin-moi-ve-4-nan-nhan-con-lai-20251102142025155.htm,1
747,Dân Trí,suc-khoe,Bộ Y tế Hàn Quốc chủ trì sự kiện học thuật lần đầu tiên tổ chức ở TPHCM,"Trong hai ngày 1-2/11, tại TPHCM diễn ra Hội thảo Đào tạo kỹ năng nâng cao K-Beauty Hàn - Việt lần thứ nhất (KAT 2025), do Bệnh viện Lê Văn Thịnh, Hiệp hội Công nghệ Hàn Quốc (KBIT) phối hợp tổ chức. Hội thảo do Bộ Y tế - Phúc lợi Hàn Quốc cùng Viện Nghiên cứu và Phát triển Y tế Hàn Quốc (KHIDI) chủ trì, có sự tham dự của lãnh đạo Sở Y tế TPHCM. BSCK2 Trần Văn Khanh, Giám đốc Bệnh viện Lê Văn Thịnh cho biết, sự hợp tác giữa Hàn Quốc và Việt Nam tại hội thảo tổ chức không chỉ là một chương trình khoa học, mà là một hành trình kết nối tri thức, con người và giá trị nhân văn trong y học. Trong hai ngày tổ chức, hội thảo mang đến các bài chia sẻ chuyên sâu đến từ chuyên gia thẩm mỹ hàng đầu Hàn Quốc và Việt Nam, như: Nghiên cứu và thực tiễn lâm sàng với , skinbooster (làm đẹp bằng tiêm hoạt chất) và chỉ nâng cơ; đánh giá tác dụng kích thích sinh học của chất làm đầy da dạng hạt vi mô; phẫu thuật mũi sử dụng nhiều loại vật liệu; ứng dụng toàn diện của laser… Các chuyên gia mổ thị phạm tại Bệnh viện Lê Văn Thịnh (",https://dantri.com.vn/suc-khoe/bo-y-te-han-quoc-chu-tri-su-kien-hoc-thuat-lan-dau-tien-to-chuc-o-tphcm-20251102103152347.htm,1
